会社名,担当者名,メールアドレス,電話番号,URL,業種,ステータス,メモ
ハナホテル籠原,,,048-530-0087,http://hana-hotel.com/kagohara/,サウナ・温浴施設,未着手,埼玉県
レステイ鶴ヶ島,,sample@fashion-hotels.jp,049-285-6522,http://www.restayhotels.com/detail/318?utm_source=Google&amp;utm_medium=GMB&amp;utm_campaign=Map,サウナ・温浴施設,未着手,埼玉県
HOTEL CITA,,,048-592-7501,http://www.hotenavi.com/cita/index.html,サウナ・温浴施設,未着手,埼玉県
笑美亭,,,042-979-0164,http://www.warabitei.com/,サウナ・温浴施設,未着手,埼玉県
ナチュラルファームシティ 農園ホテル,,,0494-22-2000,http://www.farm-city.co.jp/,サウナ・温浴施設,未着手,埼玉県
飯能グリーンカントリークラブ,,info@hanno-green.co.jp,042-973-0005,http://www.hanno-green.co.jp/,サウナ・温浴施設,未着手,埼玉県
レステイ所沢,,sample@fashion-hotels.jp,04-2922-3812,http://www.restayhotels.com/detail/283?utm_source=Google&amp;utm_medium=GMB&amp;utm_campaign=Map,サウナ・温浴施設,未着手,埼玉県
天神の湯,,,0480-42-8435,https://www.city.satte.lg.jp/sitetop/life_cityadmin/facility_info/3682.html,サウナ・温浴施設,未着手,埼玉県
彩の森カントリークラブ・ホテル秩父,,,0494-62-1811,https://www.accordiahotel.com/chichibu/,サウナ・温浴施設,未着手,埼玉県
ぼくらのミナノベース,,,070-8907-0975,https://instagram.com/bokurano_minanobase?igshid=NzZlODBkYWE4Ng==,サウナ・温浴施設,未着手,埼玉県
日高市文化体育館・ひだかアリーナ,,,042-985-2090,https://information.konamisportsclub.jp/trust/hidaka/,サウナ・温浴施設,未着手,埼玉県
東松山カントリークラブ,,,0493-39-1010,https://www.hmcc.co.jp/,サウナ・温浴施設,未着手,埼玉県
飯能くすの樹カントリー倶楽部,,,042-973-1818,https://booking.pacificgolf.co.jp/guide/75.html,サウナ・温浴施設,未着手,埼玉県
HOTEL SPA-Mu Riverside,,,048-584-3883,http://spamu.jp/index.html,サウナ・温浴施設,未着手,埼玉県
高麗川カントリークラブ,,info@komagawacc.co.jp,042-989-3131,http://www.komagawacc.co.jp/,サウナ・温浴施設,未着手,埼玉県
吉見町 老人福祉センター荒川荘,,,0493-54-4768,https://arakawasou.yoshimi-shakyo.or.jp/,サウナ・温浴施設,未着手,埼玉県
オリムピック・カントリークラブ レイクつぶらだコース,,,0495-76-5301,http://www.olympic-laketsuburada.jp/,サウナ・温浴施設,未着手,埼玉県
玉川カントリークラブ【アコーディア・ゴルフ】,,,0493-65-5111,https://reserve.accordiagolf.com/golfLinkCourseDetail/?gid=065,サウナ・温浴施設,未着手,埼玉県
PGM武蔵ゴルフクラブ【GRAND PGM】,,,049-296-6350,https://www.pacificgolf.co.jp/musashi/,サウナ・温浴施設,未着手,埼玉県
HOTEL MYTH VA,,,048-573-2611,https://hotel-myth.jp/va/index.html,サウナ・温浴施設,未着手,埼玉県
鳩山カントリークラブ,,,049-296-5511,https://www.hatoyamacc.jp/,サウナ・温浴施設,未着手,埼玉県
スパメッツァ おおたか 竜泉寺の湯,,,04-7178-3726,https://www.ryusenjinoyu.com/spametsaotaka/,サウナ・温浴施設,未着手,千葉県
スパ&ホテル 舞浜ユーラシア,,,047-351-4126,https://my-spa.jp/spa/,サウナ・温浴施設,未着手,千葉県
南柏天然温泉すみれ,,,04-7197-5226,https://minamikashiwa-sumire.com/,サウナ・温浴施設,未着手,千葉県
カプセルホテル&サウナ ジートピア,,info@funabashi-sauna.com,047-422-4141,http://www.funabashi-sauna.com/,サウナ・温浴施設,未着手,千葉県
JFA夢フィールド 幕張温泉 湯楽の里,,,043-205-4126,https://www.yurakirari.com/makuhari/,サウナ・温浴施設,未着手,千葉県
サウナ&カプセルホテルレインボー本八幡店,,,047-379-7201,https://hpdsp.jp/rainbow-motoyawata/,サウナ・温浴施設,未着手,千葉県
天然温泉 湯～ねる,,,047-409-3726,https://u-neru.com/,サウナ・温浴施設,未着手,千葉県
野天風呂 湯の郷,,,04-7121-4126,https://yuno310.com/,サウナ・温浴施設,未着手,千葉県
SATOYAMA TERRACE,,,0439-29-7319,https://satoyama-terrace.com/,サウナ・温浴施設,未着手,千葉県
佐倉天然温泉 澄流(すみれ),,,043-497-2625,http://www.sakurasomeino-sumire.com/,サウナ・温浴施設,未着手,千葉県
おふろcafé かりんの湯,,,057-00-1183,https://www.thefarm.jp/karinnoyu/,サウナ・温浴施設,未着手,千葉県
楽天地天然温泉 法典の湯,,customer@rakutenchi-oasis.com,047-338-4126,https://rakutenchi-oasis.com/hoten/,サウナ・温浴施設,未着手,千葉県
edén エデン レストラン&スパ,,,0470-64-6377,https://eden-katsuura.com,サウナ・温浴施設,未着手,千葉県
Spa Resort 菜々の湯,,,047-470-4126,http://www.nananoyu.jp/info/,サウナ・温浴施設,未着手,千葉県
ゆうみ Sauna Cafe (Beach Sauna),,,0470-55-1333,https://www.umi-saunacafe.com/,サウナ・温浴施設,未着手,千葉県
船橋グランドサウナ&カプセルホテル,,,047-422-2266,http://funabashi-grandsauna.jp/,サウナ・温浴施設,未着手,千葉県
サウナきさらづ つぼや,,,0438-36-7970,https://sauna-ikitai.stores.jp/,サウナ・温浴施設,未着手,千葉県
薬湯市原店,,,0436-42-1126,https://yakuto-ichihara.com/,サウナ・温浴施設,未着手,千葉県
のだ温泉 ほのか,,,04-7123-4126,https://www.yudokoro-honoka.jp/noda/,サウナ・温浴施設,未着手,千葉県
成田空港温泉 空の湯,,info@soranoyu.com,0479-78-2615,https://soranoyu.com/,サウナ・温浴施設,未着手,千葉県
Spa Resort 蘭々の湯,,,043-206-1126,http://www.raranoyu.jp/,サウナ・温浴施設,未着手,千葉県
サウナ・カプセルイン クレスト松戸,,example@co.jp,047-367-2681,https://crest-sch.com/,サウナ・温浴施設,未着手,千葉県
天然温泉 湯舞音 袖ケ浦店,,,0438-38-6168,https://yubune-sodegaura.jp/,サウナ・温浴施設,未着手,千葉県
東京湯楽城,,,0476-91-6866,https://chi-hotelsresorts.com/yurakujo/,サウナ・温浴施設,未着手,千葉県
湯の郷ほのか 蘇我店,,,043-265-1726,http://www.yudokoro-honoka.jp/soga/,サウナ・温浴施設,未着手,千葉県
笑がおの湯 松戸矢切店,,,047-312-4126,http://www.com-keisei.co.jp/egaonoyu-yagiri/index.html,サウナ・温浴施設,未着手,千葉県
天然温泉 湯舞音 市原ちはら台店,,sample@sample.co.jp,0436-63-3273,https://yubune-ichihara.jp/,サウナ・温浴施設,未着手,千葉県
船橋温泉 湯楽の里,,,047-495-2626,http://www.yurakirari.com/yura/funabashi/,サウナ・温浴施設,未着手,千葉県
龍泉の湯,,hello@pixelarity.com,0476-28-4126,http://www.ryusennoyu.com/,サウナ・温浴施設,未着手,千葉県
君津の湯,,,0439-57-2641,https://www.kimitsu-yu.com/,サウナ・温浴施設,未着手,千葉県
湯楽の里 松戸店,,,047-303-4126,http://www.yurakirari.com/yura/matudo/,サウナ・温浴施設,未着手,千葉県
酒々井温泉 湯楽の里,,,043-312-0026,https://www.yurakirari.com/yura/shisui/,サウナ・温浴施設,未着手,千葉県
湯乃市 鎌ヶ谷店,,,047-441-1126,https://yunoichi.com/kamagaya/,サウナ・温浴施設,未着手,千葉県
手賀沼観光リゾート 天然温泉 満天の湯,,,04-7191-4126,http://www.manntenn.com/,サウナ・温浴施設,未着手,千葉県
BOTANICAL POOL CLUB,,,0470-29-3425,https://botanicalpoolclub.com/,サウナ・温浴施設,未着手,千葉県
極楽湯 千葉稲毛店,,sendmail@gokurakuyu.ne.jp,043-207-2641,http://www.gokurakuyu.ne.jp/tempo/chibainage/,サウナ・温浴施設,未着手,千葉県
極楽湯 柏店,,sendmail@gokurakuyu.ne.jp,04-7137-4126,http://www.gokurakuyu.ne.jp/gokurakuyu/tempo/kashiwa/,サウナ・温浴施設,未着手,千葉県
南増尾 健美の湯,,,04-7172-4126,http://kashiken.3riku.co.jp/,サウナ・温浴施設,未着手,千葉県
小谷流温泉 森の湯,,,043-312-7726,https://koyaru-morinoyu.jp,サウナ・温浴施設,未着手,千葉県
崋の湯(華の湯),,,0476-28-2444,http://www.hananoyu-narita.com/,サウナ・温浴施設,未着手,千葉県
農園リゾート THE FARM,,,0478-79-0666,http://www.thefarm.jp/,サウナ・温浴施設,未着手,千葉県
市原温泉 湯楽の里,,,0436-40-4126,http://www.yurakirari.com/yura/ichihara/,サウナ・温浴施設,未着手,千葉県
龍宮城スパホテル三日月(スパ棟大浴場),,,0438-41-8111,http://www.mikazuki.co.jp/ryugu/higaeri.html,サウナ・温浴施設,未着手,千葉県
クリーンスパ市川,,,047-329-6711,http://www.cleanspa.jp/,サウナ・温浴施設,未着手,千葉県
南総城山温泉 里見の湯,,,0470-25-1126,http://www.satominoyu.com/,サウナ・温浴施設,未着手,千葉県
アパホテル&リゾート 東京ベイ幕張,,,0570-070-111,https://www.apahotel.com/resort/makuhari/spa/index.html,サウナ・温浴施設,未着手,千葉県
むつざわ温泉つどいの湯,,,0475-36-7400,https://mutsuzawa-swt.jp/facility_onsen,サウナ・温浴施設,未着手,千葉県
スパ&リゾート九十九里 太陽の里,,,0475-32-5550,http://www.taiyounosato.co.jp/,サウナ・温浴施設,未着手,千葉県
天然温泉 海辺の湯,,info@umibe-4126.com,0439-69-8500,http://www.umibe-4126.com/,サウナ・温浴施設,未着手,千葉県
オールドルーキーサウナホテル木更津金田,,,050-1722-4083,https://saunahotel-kk.oldrookiesauna.com/,サウナ・温浴施設,未着手,千葉県
かずさのお風呂屋さん,,,0438-97-2683,http://www.kazusanoofuroyasan.com/,サウナ・温浴施設,未着手,千葉県
ARCH KISARAZU,,,0439-27-1105,https://greenarch.jp/,サウナ・温浴施設,未着手,千葉県
ふなばしメグスパ,,,047-457-5151,http://f-meguspa.jp/,サウナ・温浴施設,未着手,千葉県
みきの湯,,info@mikinoyu.com,0475-54-5526,http://www.mikinoyu.com/,サウナ・温浴施設,未着手,千葉県
tokoro hotel Isumi,,,070-8399-1353,https://tokoro-hotel.com/,サウナ・温浴施設,未着手,千葉県
天然温泉旭の湯,,,0479-62-1126,https://azumakenkoucenter.web.fc2.com/ASAHI/asahtop.html,サウナ・温浴施設,未着手,千葉県
ベッセルイン千葉駅前,,,043-306-1181,https://www.vessel-hotel.jp/inn/chiba/,サウナ・温浴施設,未着手,千葉県
Beach Sauna(ゆうみ Sauna Cafe),,,0470-55-1333,https://www.umi-saunacafe.com/,サウナ・温浴施設,未着手,千葉県
シェラトン・グランデ・トーキョーベイ・ホテル オアシス 舞湯,,info@skyart-japan.tokyo,047-355-5555,https://www.marriott.co.jp/hotels/hotel-information/fitness-spa-services/tyosi-sheraton-grande-tokyo-bay-hotel/,サウナ・温浴施設,未着手,千葉県
花しぶき,,info@hanashibuki.com,0470-29-0236,http://hanashibuki.com/,サウナ・温浴施設,未着手,千葉県
TOKYO CLASSIC CAMP,,info@tokyo-classic-camp.jp,043-488-6211,https://tokyo-classic-camp.jp/,サウナ・温浴施設,未着手,千葉県
ホテル エミオン 東京ベイ,,,047-304-2727,http://www.hotel-emion.jp/,サウナ・温浴施設,未着手,千葉県
さわやかプラザ軽井沢,,,047-442-6150,http://www.sp-chiba.jp/kamagaya/,サウナ・温浴施設,未着手,千葉県
NAGU KATSUURA,,,090-2210-9911,https://www.nagu-katsuura.com/,サウナ・温浴施設,未着手,千葉県
Sauna Camp かぐやの森,,,043-290-9320,https://www.okamura-is.co.jp/index.html,サウナ・温浴施設,未着手,千葉県
天然温泉リゾート美人の湯 カーニバルヒルズ,,,0478-70-5400,http://carnival-onsen.com/,サウナ・温浴施設,未着手,千葉県
ホテル&スパ月美 太陽の里,,,0479-25-6000,http://www.inubou.jp/,サウナ・温浴施設,未着手,千葉県
アートホテル成田(旧 成田ビューホテル),,xxxxxxxxx@gmail.com,0476-32-1111,https://art-narita.com/,サウナ・温浴施設,未着手,千葉県
C-Shore Terrace KINKAITEY,,,0439-66-0445,https://kinkaitey.com,サウナ・温浴施設,未着手,千葉県
絶景の宿 犬吠埼ホテル,,inubohsaki@inubohsaki-hotel.com,0120-315-489,http://www.inubohsaki-hotel.com/,サウナ・温浴施設,未着手,千葉県
三水別邸 Thermal Spa & Terrace THREE,,,,https://www.sansuihotel.com/,サウナ・温浴施設,未着手,千葉県
グランドメルキュール南房総リゾート & スパ,,micesales@drhm.jp,0470-33-3811,https://grand-mercure-minamiboso-resortandspa.jp/,サウナ・温浴施設,未着手,千葉県
ホテル一宮シーサイドオーツカ,,,0475-42-6411,http://www.seaside-otsuka.com/,サウナ・温浴施設,未着手,千葉県
ホテル ルミエール グランデ 流山おおたかの森,,,04-7152-2700,https://www.hotel-lumiere.jp/nagareyama-otakanomori/,サウナ・温浴施設,未着手,千葉県
ザファーム コテージ,,,0478-79-0666,https://www.thefarm.jp/cottage.html,サウナ・温浴施設,未着手,千葉県
滝見苑けんこう村 ごりやくの湯,,,0470-85-0056,https://www.goriyakunoyu.jp/,サウナ・温浴施設,未着手,千葉県
ZUTTO道場,,,0475-36-6218,https://zutto-dojo.com/,サウナ・温浴施設,未着手,千葉県
ペンション サードプレイス,,,0475-36-2454,http://www.pension-third-place.com/,サウナ・温浴施設,未着手,千葉県
HOTEL UKIUKI,,,043-254-2255,https://www.hotenavi.com/ukiuki/,サウナ・温浴施設,未着手,千葉県
ホテルニューオータニ幕張,,,043-297-7777,http://www.newotani.co.jp/makuhari/,サウナ・温浴施設,未着手,千葉県
たてやま温泉 千里の風,,info@hanashibuki.com,0470-28-2211,http://www.senrinokaze.jp/,サウナ・温浴施設,未着手,千葉県
HOTEL MYSTAYS PREMIER Narita(ホテルマイステイズプレミア成田),,xxxxxxxxx@gmail.com,0476-33-1661,https://www.mspnarita.com/,サウナ・温浴施設,未着手,千葉県
キャメルゴルフ&ホテルリゾート,,info@camel-golf.com,0470-68-6061,http://www.camel-golf.com/,サウナ・温浴施設,未着手,千葉県
リソルの森 メディカルトレーニングセンター 長柄カルナの湯,,,0475-35-3333,https://www.resol-no-mori.com/mtc/sportclub/,サウナ・温浴施設,未着手,千葉県
On the wave 館山,,info@otw-tateyama.com,,https://otw-tateyama.com/,サウナ・温浴施設,未着手,千葉県
リフレッシュプラザ柏,,xxxxx@gmail.com,04-7173-5900,https://kashiwa-refreshplaza.net/,サウナ・温浴施設,未着手,千葉県
湯ぱらだいす佐倉,,sakura.seiyuu@gmail.com,043-310-6180,https://sakura-mandarin.com/,サウナ・温浴施設,未着手,千葉県
鴨川館,,,04-7093-4111,http://www.kamogawakan.co.jp/,サウナ・温浴施設,未着手,千葉県
グランパークホテル ザ・ルクソー南柏,,,04-7128-6111,https://grandpark-lx.jp/minamikashiwa/,サウナ・温浴施設,未着手,千葉県
LUMP court isumi,,,0470-71-0256,https://www.chiba-isumi-glamping.com/,サウナ・温浴施設,未着手,千葉県
THE BONDS ビーチSPAリゾート,,,0470-64-4751,https://www.glamping-chibaisumi.com/,サウナ・温浴施設,未着手,千葉県
ホテル アシーナ,,,043-250-3921,https://www.athena-hotel.net/,サウナ・温浴施設,未着手,千葉県
ホテル アバンザ,,,043-271-9181,https://happyhotel.jp/hotels/540598,サウナ・温浴施設,未着手,千葉県
満ちてくる心の宿 吉夢,,sample@kichimu.com,04-7095-2111,http://www.kichimu.com/,サウナ・温浴施設,未着手,千葉県
アパホテル 千葉八千代緑が丘,,,047-458-8111,https://www.apahotel.com/hotel/shutoken/09_chibayachiyo/,サウナ・温浴施設,未着手,千葉県
ザキューブホテル千葉,,,043-246-1888,http://www.thequbehotelchiba.com/,サウナ・温浴施設,未着手,千葉県
ホテルルートイン千葉浜野,,,050-5576-7800,https://www.route-inn.co.jp/hotel_list/chiba/index_hotel_id_674/,サウナ・温浴施設,未着手,千葉県
KURKKU FIELDS,,pr@kurkku.jp,0438-53-8776,https://kurkkufields.jp/,サウナ・温浴施設,未着手,千葉県
季の音,,info@hanashibuki.com,0470-28-5567,http://tokinone.jp/,サウナ・温浴施設,未着手,千葉県
UMInoTERRACE VILLA,,,050-1807-1439,https://piyo-terrace.com/,サウナ・温浴施設,未着手,千葉県
ホテルM EASTANNEX,,,043-253-5001,https://hotel-m-group.com/jp/?shopno=2,サウナ・温浴施設,未着手,千葉県
東京ベイ舞浜ホテル,,,047-355-1222,https://www.maihamahotel.jp/,サウナ・温浴施設,未着手,千葉県
ファミーINN幕張,,,043-271-5555,https://www.famyinn.com/index.html,サウナ・温浴施設,未着手,千葉県
鵜原館,,info@ubarakan.com,0470-76-0521,http://www.ubarakan.com/,サウナ・温浴施設,未着手,千葉県
国民宿舎 サンライズ九十九里,,,0475-76-4151,http://www.sunrise99.jp/,サウナ・温浴施設,未着手,千葉県
御宿の湯,,,0470-68-4126,https://www.onjukunoyu.com/,サウナ・温浴施設,未着手,千葉県
Hotel Ocean BUS Shirahama,,,050-1807-1439,https://ocean-bus.com/,サウナ・温浴施設,未着手,千葉県
古民家宿るうふ 揺之家,,support@loof-inc.com,,https://loof-inn.com/hotels/yuraginoie/,サウナ・温浴施設,未着手,千葉県
犬吠埼観光ホテル,,,0479-23-5111,http://www.inubou.co.jp/,サウナ・温浴施設,未着手,千葉県
古民家サウナ&BBQ TK亭,,info@tk-tei.jp,0436670692,https://tk-tei.jp/,サウナ・温浴施設,未着手,千葉県
東京湾カントリークラブ【アコーディア・ゴルフ】,,,0438-63-3211,https://reserve.accordiagolf.com/golfLinkCourseDetail/?gid=069,サウナ・温浴施設,未着手,千葉県
The Saintnine Tokyo(ザセイントナイン東京),,,0436-95-5070,https://sauna-ikitai.stores.jp/,サウナ・温浴施設,未着手,千葉県
smallplanet CAMP&GRILL,,yamada@ne.jp,080-3541-7187,https://sunsetbeachpark.jp/smallplanet/,サウナ・温浴施設,未着手,千葉県
三日月シーパークホテル安房鴨川,,,04-7095-3115,https://hmihotelgroup.com/mikazukikamogawa/index.html,サウナ・温浴施設,未着手,千葉県
THE SAUNA CLUB KISARAZU,,,090-4915-0602,https://bootysalon.net/,サウナ・温浴施設,未着手,千葉県
TJKリゾート金谷城,,,0439-69-8830,https://www.tjk.gr.jp/resort/kanaya/,サウナ・温浴施設,未着手,千葉県
東急ハーヴェストクラブ勝浦(ホテルハーヴェスト勝浦),,,0470-76-0109,https://www.harvestclub.com/Un/Hotel/Ka/,サウナ・温浴施設,未着手,千葉県
Under the Sea UBARA,,undertheseaubara@gmail.com,,https://undertheseaubara.snack.chillnn.com/snack/bf270163-a378-44fb-8156-c740f7651c4f,サウナ・温浴施設,未着手,千葉県
小谷流の里 ドギーズアイランド,,press_info@doggys-island.jp,043-312-1110,http://doggys-island.jp/,サウナ・温浴施設,未着手,千葉県
レディトゥフライトナリタ,,reserve@lion-realestate.co.jp,0476-37-5851,http://rtfn.jp/,サウナ・温浴施設,未着手,千葉県
ブリストルヒル ゴルフクラブ,,,0439-80-6180,https://www.bristol-hill.com/golf/,サウナ・温浴施設,未着手,千葉県
東京クラシッククラブ,,customer@tokyo-classic.jp,043-309-6661,http://tokyo-classic.jp/,サウナ・温浴施設,未着手,千葉県
館山リゾートホテル,,info@tateyama-resort.com,0470-29-2100,http://tateyama-resort.com/,サウナ・温浴施設,未着手,千葉県
古民家ゲストハウス わとや,,info@watoya.com,0470-64-6351,http://watoya.com/,サウナ・温浴施設,未着手,千葉県
STRADDIE HOUSE TATEYAMA,,,080-3086-7717,https://straddiehouse.com/tateyama,サウナ・温浴施設,未着手,千葉県
レステイ銚子アイネ,,sample@fashion-hotels.jp,0479-25-1866,http://www.restayhotels.com/detail/269,サウナ・温浴施設,未着手,千葉県
一棟貸し古民家の宿 ほりのみせ,,,043-301-2777,https://www.horinomise.com/,サウナ・温浴施設,未着手,千葉県
GLAMPROOK FUTTSU BRISTOL HILL,,,0439-29-5605,https://glamprook.jp/futtsu/?utm_source=google&amp;utm_medium=pmax&amp;gad_source=1&amp;gclid=CjwKCAjwrIixBhBbEiwACEqDJaXFhQUowYiZPKov-vCittlQyrn7__2mSW7MUkH1FoksiNDlhynPzhoCOI8QAvD_BwE,サウナ・温浴施設,未着手,千葉県
キャスコ花葉CLUB 本コース・花葉コース,,,0476-96-2231,http://kasco-hanaha.jp/honcourse/,サウナ・温浴施設,未着手,千葉県
グランパークホテル パネックス君津,,,0439-57-0311,https://www.grandpark-px.jp/kimitsu/,サウナ・温浴施設,未着手,千葉県
富士市原ゴルフクラブ(旧:富士OGMゴルフクラブ市原コース),,,0436-96-1211,https://www.next-golf.jp/ichihara/,サウナ・温浴施設,未着手,千葉県
インターナショナルリゾートホテル湯楽城,,,0476-93-1234,https://chi-hotelsresorts.com/index.html,サウナ・温浴施設,未着手,千葉県
カーロ・フォレスタ館山DIANA,,,0470-29-1488,http://www.caro-foresta.com/tateyama/index.html,サウナ・温浴施設,未着手,千葉県
マロウドインターナショナルホテル成田,,,0476-30-2222,http://www.marroad.jp/narita/,サウナ・温浴施設,未着手,千葉県
南国ホテル,,itoenhotel@xxx.com,0470-38-5759,https://www.itoenhotel.com/nangoku/,サウナ・温浴施設,未着手,千葉県
zekkei stay ISUMI cabin,,,03-6820-1074,https://zekkeistay-isumicabin.snack.chillnn.com,サウナ・温浴施設,未着手,千葉県
亀の井ホテル 九十九里,,,0479-63-2161,https://kamenoi-hotels.com/kujukuri/?utm_source=google&amp;utm_medium=GBP&amp;utm_campaign=KHKujukuri,サウナ・温浴施設,未着手,千葉県
銚子グランドホテル,,,0479-24-1111,http://choshigrandhotel.com/,サウナ・温浴施設,未着手,千葉県
ファミリーオ館山,,,0470-22-8861,https://familio-folkloro.com/tateyama/,サウナ・温浴施設,未着手,千葉県
BAYSIDE KANAYA ベイサイド金谷,,info@bayside-kanaya.com,0439-27-1415,https://www.bayside-kanaya.jp/,サウナ・温浴施設,未着手,千葉県
エトワ木更津 千葉グランピング,,info-etowa-kisarazu@ci.cigr.co.jp,0438-53-7086,https://www.cigr.co.jp/etowa/kisarazu/,サウナ・温浴施設,未着手,千葉県
鴨川グランドタワー,,,04-7093-6111,http://www.kgh.ne.jp/05/,サウナ・温浴施設,未着手,千葉県
ホテル レモンツリー船橋,,,047-423-1100,http://www.lemon-t.info/,サウナ・温浴施設,未着手,千葉県
千葉国際カントリークラブ【PGM】,,,0475-35-4325,https://www.pacificgolf.co.jp/chibakokusai/,サウナ・温浴施設,未着手,千葉県
ホテルシードット千葉白井,,hotel-zen@abc.co.jp,047-497-7077,http://chiba-shiroi-c.com/,サウナ・温浴施設,未着手,千葉県
PGM南市原ゴルフクラブ,,,0436-96-2031,https://booking.pacificgolf.co.jp/guide/168.html,サウナ・温浴施設,未着手,千葉県
PGMマリアゴルフリンクス【GRAND PGM】,,,0438-53-6100,https://www.pacificgolf.co.jp/kimisarazu/,サウナ・温浴施設,未着手,千葉県
UE GARDEN RESORT (ホテル&グランピング),,,043-330-3939,https://rsv.hotel-ue.com/,サウナ・温浴施設,未着手,千葉県
ビジネスホテル タカザワ 長浦駅前店,,,0438-62-5551,http://www.hotel-takazawa.co.jp/,サウナ・温浴施設,未着手,千葉県
丸の内倶楽部【PGM】,,,0475-35-3111,http://www.pacificgolf.co.jp/marunouchi/,サウナ・温浴施設,未着手,千葉県
鴨川カントリークラブ 【アコーディア・ゴルフ】,,,04-7093-4567,https://reserve.accordiagolf.com/golfLinkCourseDetail/?gid=059,サウナ・温浴施設,未着手,千葉県
真名カントリークラブゲーリー・プレーヤーコース,,,0475-24-5211,https://www.mannacc.com/,サウナ・温浴施設,未着手,千葉県
ザ・カントリークラブ・ジャパン,,mail@ccjapan.jp,0438-53-2111,http://www.ccjapan.jp/,サウナ・温浴施設,未着手,千葉県
東庄ゴルフ倶楽部,,info-tohnosho@j-golfinc.com,0478-87-0115,http://tsgc.tatemono-golf.com/,サウナ・温浴施設,未着手,千葉県
平川カントリークラブ,,,043-292-5501,http://www.hirakawacc.com/top.html,サウナ・温浴施設,未着手,千葉県
大多喜城ゴルフ倶楽部,,,0470-82-3311,http://www.tokyu-golf-resort.com/ohtakijo/,サウナ・温浴施設,未着手,千葉県
Fish & Trips Ichinomiya,,,0475-42-3981,https://fishandtrips.jp/,サウナ・温浴施設,未着手,千葉県
カレドニアン・ゴルフクラブ,,,0479-82-6161,http://www.caledoniangolf.net/index.html,サウナ・温浴施設,未着手,千葉県
グレートアイランド倶楽部,,,0475-46-3000,http://www.greatisland.co.jp/,サウナ・温浴施設,未着手,千葉県
房総カントリークラブ房総ゴルフ場,,info-boso@boso-cc.com,0475-43-0111,http://boso-cc.com/,サウナ・温浴施設,未着手,千葉県
グランドホテル太陽,,,0470-38-3331,http://www.grandhoteltaiyo.co.jp/,サウナ・温浴施設,未着手,千葉県
成田ゴルフ倶楽部,,,0476-36-0111,http://www.narita-gc.jp/,サウナ・温浴施設,未着手,千葉県
黄金湯,,,03-3622-5009,https://koganeyu.com,サウナ・温浴施設,未着手,東京都
サウナ&カプセルホテル 北欧,,,03-3845-8000,https://www.saunahokuou.com/,サウナ・温浴施設,未着手,東京都
サウナ&ホテル かるまる池袋,,,03-3986-3726,https://karumaru.jp/ikebukuro/,サウナ・温浴施設,未着手,東京都
渋谷SAUNAS,,,,https://saunas-saunas.com/,サウナ・温浴施設,未着手,東京都
サウナ東京 (Sauna Tokyo),,,03-5544-8478,https://sauna-tokyo.jp/,サウナ・温浴施設,未着手,東京都
天空のアジト マルシンスパ,,,03-3376-5225,http://marushinspa.jp/,サウナ・温浴施設,未着手,東京都
東京ドーム天然温泉 Spa LaQua(スパ ラクーア),,,03-3817-4173,https://www.laqua.jp/spa,サウナ・温浴施設,未着手,東京都
ROOFTOP(ルーフトップ),,,,https://rooftopsauna.jp/,サウナ・温浴施設,未着手,東京都
タイムズ スパ・レスタ,,,03-5979-8924,http://www.timesspa-resta.jp/,サウナ・温浴施設,未着手,東京都
ひだまりの泉 萩の湯,,,03-3872-7669,https://haginoyu.jp,サウナ・温浴施設,未着手,東京都
新宿天然温泉 テルマー湯,,registration@member.thermae-yu.jp,03-5285-1726,http://thermae-yu.jp/,サウナ・温浴施設,未着手,東京都
生姜サウナ 金の亀,,,03-6426-5671,https://kinnokame.com/,サウナ・温浴施設,未着手,東京都
両国湯屋江戸遊,,,03-3621-2611,https://www.edoyu.com/ryougoku/,サウナ・温浴施設,未着手,東京都
スパ&カプセル ニューウイング,,,03-3846-1311,https://www.spa-new-wing.com,サウナ・温浴施設,未着手,東京都
スパジアムジャポン,,,042-473-2828,http://spajapo.com/,サウナ・温浴施設,未着手,東京都
豊島園 庭の湯,,,,https://www.seibu-leisure.co.jp/niwanoyu/index.html,サウナ・温浴施設,未着手,東京都
カプセル&サウナ ロスコ,,,03-3915-0005,https://www.rosco.tokyo/,サウナ・温浴施設,未着手,東京都
SaunaLab Kanda (サウナラボ神田),,,,https://x.com/SaunaLabKanda,サウナ・温浴施設,未着手,東京都
東京荻窪天然温泉 なごみの湯,,,03-3398-4126,http://www.nagomino-yu.com/,サウナ・温浴施設,未着手,東京都
サウナセンター鶯谷本店,,,03-3876-0016,https://sauna-center.jp/,サウナ・温浴施設,未着手,東京都
RAKU SPA 1010 神田,,,03-5207-2683,https://rakuspa.com/kanda/,サウナ・温浴施設,未着手,東京都
ライオンサウナ新橋 (レンブラントキャビン&スパ新橋内),,,03-6273-3016,https://rembrandt-cabin.com/spa-shimbashi/,サウナ・温浴施設,未着手,東京都
サウナ・アダムアンドイブ,,,03-5474-4455,http://www.adamandeve.biz,サウナ・温浴施設,未着手,東京都
Smart Stay SHIZUKU 上野駅前,,,03-6284-4414,https://shizuku-hotel.jp/uenoekimae/,サウナ・温浴施設,未着手,東京都
前野原温泉 さやの湯処,,,03-5916-3826,http://www.sayanoyudokoro.co.jp/,サウナ・温浴施設,未着手,東京都
